Screen_Name,Tweet_Text,Follower_Count 
b'ML_Olan',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale - Covid ain't no joke \nFreddie Garza died from #COVID in #Texas. Like many young people he thought he was\xe2\x80\xa6""",484
b'unixdoss',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale - Covid ain't no joke \nFreddie Garza died from #COVID in #Texas. Like many young people he thought he was\xe2\x80\xa6""",14803
b'Brent_T_Jolly',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",9866
b'drtwillett',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1789
b'Thogar',"b""Tomorrow my wife &amp; I are going for a drive-through #COVID test. They've had free testing sites here for a while, bu\xe2\x80\xa6 https://t.co/1q7towa22M""",4925
b'Maya27_Bonner',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",145
b'Krwstadler',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',58
b'SueEasley',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",30
b'sistercrow',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",3767
b'debbiehager7',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',9394
b'oioffe',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',209
b'mariveroc2',"b'RT @daniellevitt22: Is #COVID just a replacement for the #Flu?\n\nWhile it is biologically different, maybe the #coronavirus is putting #infl\xe2\x80\xa6'",41
b'BeardTormund',b'RT @JPLuisi1: The utter absence of basic common sense amongst the beachgoers at Sylvan Lake is astounding.\n\nIf anyone among had taken the t\xe2\x80\xa6',752
b'judahariel',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',964
b'sarahjhawk',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',61
b'MRBaig91',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",4138
b'NormCfmTENN',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',63
b'ANZ_bluenotes',"b'RT @ElliottShayne: While we continue dealing with the health and economic effects of #COVID-19, it\xe2\x80\x99s important to reflect. Here are five th\xe2\x80\xa6'",10339
b'BlueRoomStream',"b'The Illinois Department of Public Health reports 954 new COVID-19 cases and 20 deaths. New Totals: 153,916 cases an\xe2\x80\xa6 https://t.co/KUM9LWQ45T'",4571
b'gemini_view',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",69
b'mrnicehere',"b'RT @sallyKP: She literally said, \xe2\x80\x9cthe virus will find the person in the group who is *not* wearing a mask.\xe2\x80\x9d\xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nThis is all so ridiculou\xe2\x80\xa6'",745
b'UnrealKarl',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',7006
b'PaganTri',b'RT @democracymum: An asymptomatic woman\xe2\x80\x99s 60-second elevator trip caused a coronavirus cluster of 71 people in China but when an asymptomat\xe2\x80\xa6',573
b'redboybroken',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',563
b'martame1',b'RT @heidisteinberg: @Wolfe321 Tears of joy! From 800 deaths a day for more than a week in April to 0 deaths in July. \n\nBravi to all New Yor\xe2\x80\xa6',13
b'psykdoktorn',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",875
b'JackieYSoto',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",4902
b'JaikumarPunjabi',b'RT @m_ludhwani: @prakkash111 @uddhavthackeray @ThaneCollector @CMOMaharashtra \n\nDear Sir #Ulhasnagar is in pathetic condition. 4200 #COVID\xe2\x80\xa6',117
b'isabethner',"b""RT @Cleavon_MD: .@realDonaldTrump and @GOP, \nLetting everyone American get infected by #COVID is NOT a plan, it's a CRIME Against Humanity\xe2\x80\xbc\xef\xb8\x8f""",6
b'jigglynubbins',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",2546
b'fahyhallowell',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",11506
b'JackiJWood',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',539
b'automediapro',b'RT @libertyworthy: Wear a mask. It makes it so much easier to control you! \xf0\x9f\x98\xb7\n#Mask #MaskUpTexas #Covid #COVID19 #COVIDIOTS #coronavirus #pa\xe2\x80\xa6',12
b'Novaesoul',"b""RT @FaustusSaxon: It's not just America, it's the world... still doing learning from home... @pcbrynn #covid #covid19 #COVID__19 #COVID19 #\xe2\x80\xa6""",783
b'Up4Yes',"b""So clear @BetsyDeVosED doesn't understand science nor is she a leader. Why not mandate a baseline of what each scho\xe2\x80\xa6 https://t.co/HbhNTaT43r""",307
b'oioffe',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",209
b'rjbutler_dptphd',b'RT @TCPalm: #TreasureCoast #ICU beds nearing capacity. #COVID-19 #Floridacases  https://t.co/gPSqvk9f9C',3367
b'jeezecat',"b'RT @paulajean2020: This virus has changed the way we live, and as awful as it can be, we must do what needs to be done. #COVID spread is hi\xe2\x80\xa6'",150
b'Mar1Chmc',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead day laborer, 51\nAt 16, Gaspar Gomez left Mexico City and headed to Los Angeles. He was poor, but had a big personali\xe2\x80\xa6'",103
b'CallMeK2',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",120
b'TaeKwonMomx2',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',20
b'riverracket',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",959
b'sphoyer1',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',65
b'pacea87',b'I finally shaved my #COVID hair\n\n#nyc #newyorkcity https://t.co/qPcLdRrPuX',313
b'ElliottShayne',"b'While we continue dealing with the health and economic effects of #COVID-19, it\xe2\x80\x99s important to reflect. Here are fi\xe2\x80\xa6 https://t.co/jcw2982RW2'",9070
b'petrillic',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1142
b'sephisunset',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 29\n29 year-old pregnant Allie Guidry died from #COVID at Woman's Hospital in Baton Rouge, Louisiana. Doctors deli\xe2\x80\xa6""",105
b'Gaddiel41969073',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",40
b'MishStephenson',b'@nicwkelly The Bondi drive thru is a dream - #covid testing with an ocean view',3256
b'AnalystAgency',b'RT @stevenczyrny: Tips To Make Your Real Estate Business Successful During Covid-19 https://t.co/lIUpNSiVQ2 #realestate #business #covid ht\xe2\x80\xa6',195
b'bajabug',"b""RT @lolzkatt: @essenviews @jdwickie True. It should be named #TrumpVirus. But I hate that there's an attempt to silence #DrFauci and would\xe2\x80\xa6""",3926
b'lszymber',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',96
b'FoundersFollows',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",94
b'ecksophia',b'#COVID-19 knows no borders and we must band together to help vulnerable communities worldwide prepare and respond.\xe2\x80\xa6 https://t.co/oNtxniRGY1',316
b'stevenczyrny',b'Tips To Make Your Real Estate Business Successful During Covid-19 https://t.co/lIUpNSiVQ2 #realestate #business\xe2\x80\xa6 https://t.co/0MH6MOKv3I',2629
b'pizzaspence',b'.@BetsyDeVosED you truly don\xe2\x80\x99t give a shit about teachers. You ONLY talk about children with #COVID..... WHO is car\xe2\x80\xa6 https://t.co/QqGmPSQbb8',446
b'AVDVII',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',4704
b'BasantJaishi',"b'@globaltimesnews But #Nepal has 16801 confirmed cases including 38 death, 8500 recovered and 8200 active cases. Amo\xe2\x80\xa6 https://t.co/k1W1Y4RqDx'",62
b'SURESHC91744237',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",136
b'DHIREND56385141',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",112
b'WesElyMD',b'RT @HeidiEngel4: #ICUrehab Let\xe2\x80\x99s talk #COVID ARDS ventilated patients  Discussed this just today in our ICU- rather than load on the Versed\xe2\x80\xa6',2707
b'doctorsexabuse',"b'@latimes 3 months of wearing masks, and for no more than 30 minutes on average; caused my heart and lung condition\xe2\x80\xa6 https://t.co/MwCgR4WTDV'",1572
b'Doc24v',b'RT @emilywatson69: This is beyond insensitive. 3 million UK citizens #excludedUK from government #covid support and that same government ar\xe2\x80\xa6',61
b'handform420',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',110
b'angieptaylor',b'RT @DanielKPryce: Please wear a face mask when you leave home. Together we can conquer covid-19. #COVID #CovidHoax #covidisreal @CDCgov #Co\xe2\x80\xa6',1459
b'spookyshannon',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",113
b'VBKerry',b'Science Updates \xf0\x9f\xa6\xa0:  \n- \xf0\x9f\x91\x80Dr. Fauci sidelined by @WhiteHouse- https://t.co/PJFmFMdt43\n- \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8fWomen researchers publis\xe2\x80\xa6 https://t.co/Y0OgtAOXiK',4506
b'ButchBaydala',b'https://t.co/SF3HkDyrDP Happy Sunday comrades. Just waking up after a bit of a nod off \xf0\x9f\x92\xa4 during continuing lazy loc\xe2\x80\xa6 https://t.co/ergmq0RFdc',1685
b'VBKerry',"b'News You Can Use \xf0\x9f\x93\xb0:\n- \xf0\x9f\x8c\x8f@WHO reports record daily \xe2\xac\x86\xef\xb8\x8f in #COVID cases &gt;230,000- https://t.co/Bqx67apKLa\n- \xf0\x9f\x87\xba\xf0\x9f\x87\xb8FL shatte\xe2\x80\xa6 https://t.co/G4Jlr25liZ'",4506
b'kristybarros',"b""RT @Cleavon_MD: I'm an Iraq War Vet. It's hard to speak out while on active duty. No soldier with #COVID symptoms should be quarantined in\xe2\x80\xa6""",175
b'RaghuTanjavur',"b'RT @MirrorNow: WATCH | Saluting the heroes who have kept duty, oath and compassion above all else. Witness the challenges faced by India\xe2\x80\x99s\xe2\x80\xa6'",1193
b'UrVoteIsUrVoice',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',3394
b'Rickfh4760',b'RT @Marlene45MAGA: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 \n#FlattenTheCurve? Does anyone believe we will ever know the truth about #coronavirus and #COVID? \n#M45MP https://t.\xe2\x80\xa6',5115
b'marksfamof8',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",58
b'fahad173',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",181
b'spaceotter1971',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1298
b'swatymyers',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",837
b'jamsheedmbnr',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",1309
b'johndk7',"b'https://t.co/XXeKY3tkPQ: India was MASS PRODUCING #face_masks in February this year; #DrFauci, though, in March was\xe2\x80\xa6 https://t.co/37uiihTbLy'",377
b'Piethagoram',"b'RT @SandroDemaio: We\xe2\x80\x99ve seen it before, but I feel like we need to see it again.\n\n#MaskUpMelbourne \xe2\x80\x94 mask up, stay home, get tested if symp\xe2\x80\xa6'",1376
b'markfforest',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",25
b'SBVRLT078',b'RT @JPLuisi1: The utter absence of basic common sense amongst the beachgoers at Sylvan Lake is astounding.\n\nIf anyone among had taken the t\xe2\x80\xa6',468
b'BravoQueen_x',b'Say it louder for EVERYONE. #NotMyPresident #Trump #COVID #garbage https://t.co/NreQDn9Noo https://t.co/LaIPqJw0jp',41
b'johndeguzman',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",2366
b'beesknees412',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1292
b'Carrlaculpepper',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",541
b'YODsupporter',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",2067
b'1stoptireshop',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',112
b'ArcalaLourdez',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',1781
b'Tewkanz',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",16
b'maegabby49',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1127
b'GreekNewsGuy',"b'https://t.co/n7vejl3cVt: India was MASS PRODUCING #face_masks in February this year; #DrFauci, though, in March was\xe2\x80\xa6 https://t.co/7RuPvBX9L5'",234
b'chicprotagonist',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1414
b'sha_shaggy',"b'RT @ColusonDelusion: **BREAKING NEWS** Florida\xe2\x80\x99s \xe2\x81\xa6@GovRonDeSantis\xe2\x81\xa9 overheard chanting \xe2\x80\x9cWe\xe2\x80\x99re number one, we\xe2\x80\x99re number one, BOOYA!\xe2\x80\x9d as State\xe2\x80\xa6'",17
b'selva08983873',b'RT @FinancialXpress: World\xe2\x80\x99s first #COVID-19 vaccine! Russia\xe2\x80\x99s Sechenov University completes clinical trials of #CoronavirusVaccine https:/\xe2\x80\xa6',9
b'emmanuelfelton',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",3755
b'EdLeafe',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1552
